FacilityID;NationalID;FacilityName;PostalCode;CountryName;Lat;Long;CompetentAuthorityName;StreetName;BuildingNumber;City;MainIAActivityCode;MainIASectorName;MainIAActivityName;MainIASubActivityName;MainActivityIndicator;ReportingYear;PollutantName;PollutantGroupName;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;industrial category;Manually researched activity;comment;number no value;information status;FacilityID (Niklas);industrial category (Niklas);Manually researched activity (Niklas);Umbennenungen;local deviation(<>100m);1 latest FID;1 latest Name;1 latest Jahr;2 latest FID;2 latest Name;2 latest Jahr;2 älteste FID;2 oldest Name;2 oldest Jahr;1 oldest FID;1 oldest Name;1 oldest Jahr;Category;Concentration
103.0;2007001334;RAFFINERIA SARPOM DI TRECATE;28069;Italy;45.437777;8.789166;ISPRA;VIA VIGEVANO;43;TRECATE;1.(a);Energy sector;Mineral oil and gas refineries;0;True;2017.0;Carbon dioxide (CO2);Greenhouse gases;1210000000.0;1140000000.0;1160000000.0;1140000000.0;1110000000.0;1060000000.0;1070000000.0;929000000.0;1040000000.0;1020000000.0;1030000000.0;Mineral oil and gas refineries;0;0;0.0;0;103.0;Other;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Refineries and steam cracker;3-13%
107.0;2007001108;Novel S.p.A.;28100;Italy;45.440577;8.616636;ISPRA;Via Gherzi;38/40;NOVARA;1.(c);Energy sector;Thermal power stations and other combustion installations;0;True;2017.0;Carbon dioxide (CO2);Greenhouse gases;313000000.0;305000000.0;297000000.0;321000000.0;336000000.0;289000000.0;312000000.0;298000000.0;304000000.0;251000000.0;321000000.0;NGCC power plant;NGCC power plant;Standort ändert sich leicht 2015;0.0;0;107.0;Other;0;0.0;<100;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;NGCC power plant;3-4%
108.0;2007000662;FERRERO INDUSTRIALE ITALIA S.r.l. con socio unico - Stabilimento di Alba;12051;Italy;44.698611;8.023611;ISPRA;Piazzale Pietro Ferrero;1;ALBA;8.(b);Animal and vegetable products from the food and beverage sector;Treatment and processing intended for the production of food and beverage products from:;0;True;2017.0;Carbon dioxide (CO2);Greenhouse gases;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;218000000.0;Treatment and processing intended for the production of food and beverage products from:;0;HCFCs vor 2017;10.0;4;0.0;0;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Other;n/a
110.0;2007000149;Cementeria di Borgo San Dalmazzo;12011;Italy;44.316667;7.466667;ISPRA;REG Italcementi;5;BORGO SAN DALMAZZO;3.(c);Mineral industry;Installations for the production of:;  Cement clinker in rotary kilns;True;2008.0;Carbon dioxide (CO2);Greenhouse gases;368000000.0;318000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Installations for the production of:;0;0;9.0;5;0.0;0;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Cement;14-33%
111.0;2007000022;CEMENTERIA DI ROBILANTE;12017;Italy;44.283333;7.5;ISPRA;Strada Piansottano;1;ROBILANTE;3.(c);Mineral industry;Installations for the production of:;0;True;2017.0;Carbon dioxide (CO2);Greenhouse gases;1240000000.0;986000000.0;855000000.0;1090000000.0;1110000000.0;764000000.0;855000000.0;789000000.0;760000000.0;693000000.0;733000000.0;Installations for the production of:;0;0;0.0;0;111.0;Other;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Cement;14-33%
112.0;2007000208;UNICALCE S.P.A. - STABILIMENTO DI BERNEZZO;12010;Italy;44.391111;7.4175;ISPRA;Via Aldo Bruno;27;BERNEZZO;3.(c);Mineral industry;Installations for the production of:;0;True;2017.0;Carbon dioxide (CO2);Greenhouse gases;131000000.0;121000000.0;120000000.0;150000000.0;146000000.0;130000000.0;122000000.0;103000000.0;106000000.0;129000000.0;149000000.0;Installations for the production of:;0;0;0.0;0;112.0;Other;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Cement;14-33%
115.0;2007000055;CENTRALE TERMOELETTRICA DI VERZUOLO;12039;Italy;44.594166;7.484722;ISPRA;VIA ROMA;26;VERZUOLO;1.(c);Energy sector;Thermal power stations and other combustion installations;0;True;2017.0;Carbon dioxide (CO2);Greenhouse gases;417000000.0;411000000.0;389000000.0;413000000.0;423000000.0;426000000.0;385000000.0;378000000.0;367000000.0;356000000.0;350000000.0;Hackschnitzel nur Wärme;Hackschnitzel nur Wärme;0;0.0;0;115.0;Other;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Power plant(unspecified);3-8%
120.0;2007000659;Sedamyl Spa;12037;Italy;44.649444;7.483333;ISPRA;Via Monviso;24;SALUZZO;8.(b);Animal and vegetable products from the food and beverage sector;Treatment and processing intended for the production of food and beverage products from:;0;True;2017.0;Carbon dioxide (CO2);Greenhouse gases;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;102000000.0;102000000.0;106000000.0;Treatment and processing intended for the production of food and beverage products from:;0;2007 Nox genau grenzwert;8.0;4 und 5 ;0.0;0;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Other;n/a
121.0;2007000658;AGC FLAT GLASS ITALIA S.r.l. - SITO DI CUNEO;12100;Italy;44.386666;7.590833;ISPRA;VIA GENOVA;31;CUNEO;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;0;True;2016.0;Carbon dioxide (CO2);Greenhouse gases;122000000.0;123000000.0;119000000.0;119000000.0;115000000.0;113000000.0;116000000.0;122000000.0;120000000.0;127000000.0;0.0;Installations for the manufacture of glass, including glass fibre;0;2017 NOx;1.0;4;121.0;Other;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Other;n/a
132.0;2007000028;ILVA SPA STABILIMENTO DI NOVI LIGURE;15067;Italy;44.776388;8.764722;ISPRA;VIA BOSCOMARENGO;1;NOVI LIGURE;2.(f);Productiona and processing of metals;Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;0;True;2017.0;Carbon dioxide (CO2);Greenhouse gases;0.0;0.0;0.0;0.0;0.0;0.0;0.0;115000000.0;106000000.0;111000000.0;106000000.0;Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;0;keine Information;7.0;3;0.0;0;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Steel and Iron;17-35%
134.0;2007001689;Cofathec Energia Srl - Contrale termoelettrica di Spinetta Marengo;15100;Italy;44.885556;8.670278;ISPRA;PZA Donegani;5/6;ALESSANDRIA;1.(c);Energy sector;Thermal power stations and other combustion installations;0;True;2007.0;Carbon dioxide (CO2);Greenhouse gases;117000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;unspecified;unspecified;Firmenübernahme;0.0;0;0.0;0;0;1.0;0;0;0;0.0;117396.0;Cogeneration Spinetta S.p.a - Centrale di cogenerazione Spinetta Marengo;2008;0.0;0;0.0;0.0;0;0.0;Power plant(unspecified);3-8%
135.0;2007000010;Roquette Italia S.p.A.;15063;Italy;44.761111;8.856111;ISPRA;Via Serravalle;26;CASSANO SPINOLA;8.(b);Animal and vegetable products from the food and beverage sector;Treatment and processing intended for the production of food and beverage products from:;0;True;2017.0;Carbon dioxide (CO2);Greenhouse gases;225000000.0;236000000.0;210000000.0;217000000.0;222000000.0;0.0;245000000.0;249000000.0;243000000.0;241000000.0;241000000.0;Treatment and processing intended for the production of food and beverage products from:;0;2012 keine Daten;1.0;5;135.0;Other;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Other;n/a
137.0;100376880;Zoltek Zrt.;2537;Hungary;47.760262;18.573961;Észak-dunántúli KTVF;Varga József tér;1.;Nyergesújfalu;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;  Basic plastic materials (polymers, synthetic fibres and cellulose based fibres);True;2015.0;Carbon dioxide (CO2);Greenhouse gases;0.0;0.0;0.0;0.0;0.0;145000000.0;145000000.0;0.0;115000000.0;0.0;0.0;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;0;andere Emissionen bis auf 2017;8.0;4 und 5 ;0.0;0;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Other;n/a
138.0;100333366;Holcim Hungária Cementipari Zrt.;2541;Hungary;47.7510882;18.5063592;Észak-dunántúli KTVF;Rákóczi u.;60.;Lábatlan;3.(c);Mineral industry;Installations for the production of:;  Cement clinker in rotary kilns;True;2012.0;Carbon dioxide (CO2);Greenhouse gases;336000000.0;337000000.0;164000000.0;114000000.0;149000000.0;168000000.0;0.0;0.0;0.0;0.0;0.0;Installations for the production of:;0;2013 geschlossen, 2014 NOx Emissionen;1.0;1 und 2;138.0;Other;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Cement;14-33%
140.0;100328605;Vértesi Erőmű Zrt.;2840;Hungary;47.501688;18.271041;Észak-dunántúli KTVF;Külterület;Hrsz.: 0718/7.;Oroszlány;1.(c);Energy sector;Thermal power stations and other combustion installations;0;True;2015.0;Carbon dioxide (CO2);Greenhouse gases;1840000000.0;1650000000.0;1400000000.0;722000000.0;958000000.0;934000000.0;1040000000.0;666000000.0;427000000.0;0.0;0.0;Coal power plant;Coal power plant;2015 geschlossen;0.0;0;140.0;Coal power plant;Coal power plant;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Coal power plant;12-15%
142.0;101281761;Tatabánya Erőmű Kft.;2800;Hungary;47.560344;18.426762;Győr-Moson-S/Komárom-E Megyei KH - KTFO;Vájár;2.;Tatabánya;1.(c);Energy sector;Thermal power stations and other combustion installations;0;True;2017.0;Carbon dioxide (CO2);Greenhouse gases;128000000.0;130000000.0;133000000.0;130000000.0;114000000.0;100000000.0;101000000.0;0.0;110000000.0;0.0;105000000.0;teilweise Biomasse seit 2021 NGCC power plant;teilweise Biomasse seit 2021 NGCC power plant;2014 2016 Nox ;2.0;4;0.0;0;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;NGCC power plant;3-4%
158.0;100312660;Győr-Szol Győri Közszolgáltató és Vagyongazdálkodó Zrt.;9028;Hungary;47.682212;17.671181;Észak-dunántúli KTVF;Rozgonyi utca;44.;Győr;1.(c);Energy sector;Thermal power stations and other combustion installations;0;True;2013.0;Carbon dioxide (CO2);Greenhouse gases;126000000.0;123000000.0;127000000.0;128000000.0;0.0;108000000.0;103000000.0;0.0;0.0;0.0;0.0;NGCC power plant;NGCC power plant;2011 erweitert, ab 2014 keine Daten;4.0;2, 4, 5;0.0;0;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;NGCC power plant;3-4%
183.0;100385055;Dorog-Esztergom Erőmű Kft.;2510;Hungary;47.723945;18.72642;Észak-dunántúli KTVF;Esztergomi út;17.;Dorog;1.(c);Energy sector;Thermal power stations and other combustion installations;0;True;2012.0;Carbon dioxide (CO2);Greenhouse gases;0.0;0.0;0.0;114000000.0;139000000.0;113000000.0;0.0;0.0;0.0;0.0;0.0;teilweise Biomasse NGCC power plant;teilweise Biomasse NGCC power plant;Teilweise Nox ;8.0;4 und 5 ;183.0;Other;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;NGCC power plant;3-4%
185.0;0180-81-003;HÄSSELBYVERKET;165 65;Sweden;59.36258259;17.825217;Stockholms kommun;Vassbrinken 5;0;HÄSSELBY;1.(c);Energy sector;Thermal power stations and other combustion installations;0;True;2017.0;Carbon dioxide (CO2);Greenhouse gases;351000000.0;415000000.0;534000000.0;581000000.0;447000000.0;427000000.0;540000000.0;276000000.0;197000000.0;183000000.0;241000000.0;BHKW Holz und Öl;BHKW Holz und Öl;0;0.0;0;185.0;Other;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Power plant(unspecified);3-8%
186.0;0180-81-004;HÖGDALENVERKET;12459;Sweden;59.27574525;18.09693379;Stockholms kommun;Kvicksundsvägen 16;0;STOCKHOLM;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;0;True;2017.0;Carbon dioxide (CO2);Greenhouse gases;0.0;0.0;729000000.0;771000000.0;776000000.0;802000000.0;772000000.0;767000000.0;721000000.0;808000000.0;722000000.0;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;0;N2O Emissionen;2.0;4;186.0;Other;Other;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Other;n/a
187.0;0180-81-006;VÄRTAVERKET;11577;Sweden;59.35263441;18.10088242;Stockholms kommun;Jägmästargatan 2c;0;STOCKHOLM;1.(c);Energy sector;Thermal power stations and other combustion installations;0;True;2017.0;Carbon dioxide (CO2);Greenhouse gases;779000000.0;752000000.0;1000000000.0;1080000000.0;763000000.0;625000000.0;751000000.0;595000000.0;653000000.0;1290000000.0;1870000000.0;BHKW nur Holz;BHKW nur Holz;0;0.0;0;187.0;Coal power plant;Coal power plant;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Coal power plant;12-15%
188.0;0180-81-008;HAMMARBYVERKET;12030;Sweden;59.30360252;18.09072953;Stockholms kommun;Hammarby kajväg 5;0;STOCKHOLM;1.(c);Energy sector;Thermal power stations and other combustion installations;0;True;2010.0;Carbon dioxide (CO2);Greenhouse gases;120000000.0;0.0;0.0;125000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Öl als reserve;Öl als reserve;HCFCs über gesamten Zeitraum;9.0;4;0.0;0;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Power plant(unspecified);3-8%
190.0;0181-81-003;Igelsta värmeverk;15257;Sweden;59.17748225;17.66524499;Södertälje kommun, tillsynsmyndighet;Nynäsvägen 43;0;SÖDERTÄLJE;1.(c);Energy sector;Thermal power stations and other combustion installations;0;True;2017.0;Carbon dioxide (CO2);Greenhouse gases;197000000.0;639000000.0;489000000.0;426000000.0;404000000.0;418000000.0;387000000.0;337000000.0;314000000.0;295000000.0;318000000.0;Biomasse;Biomasse;0;0.0;0;190.0;Other;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Power plant(unspecified);3-8%
192.0;0184-81-003;SOLNAVERKET;17154;Sweden;59.35240078;17.97284761;Länsstyrelsen i Stockholms län;Solna Strandväg 37;0;SOLNA;1.(c);Energy sector;Thermal power stations and other combustion installations;0;True;2016.0;Carbon dioxide (CO2);Greenhouse gases;131000000.0;130000000.0;151000000.0;183000000.0;133000000.0;148000000.0;153000000.0;121000000.0;118000000.0;116000000.0;0.0;Biomasse;Biomasse;keine Daten 2017;1.0;5;192.0;Other;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Power plant(unspecified);3-8%
193.0;0188-103;HALLSTA PAPPERSBRUK;76381;Sweden;60.06178787;18.59402113;Länsstyrelsen i Stockholms län;Hallsta Pappersbruk, Hallstavik;0;HALLSTAVIK;6.(a);Paper and wood production processing;Industrial plants for the production of pulp from timber or similar fibrous materials;0;True;2013.0;Carbon dioxide (CO2);Greenhouse gases;228000000.0;192000000.0;143000000.0;188000000.0;173000000.0;190000000.0;188000000.0;0.0;0.0;0.0;0.0;Industrial plants for the production of pulp from timber or similar fibrous materials;0;2013 geschlossen;0.0;1;193.0;Other;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Pulp and Paper;7-20%
195.0;0191-81-008;BRISTAVERKET;19530;Sweden;59.6147392;17.8725299;Sigtuna kommun;Returvägen;0;SIGTUNA;1.(c);Energy sector;Thermal power stations and other combustion installations;0;True;2017.0;Carbon dioxide (CO2);Greenhouse gases;302000000.0;297000000.0;350000000.0;360000000.0;334000000.0;377000000.0;279000000.0;433000000.0;429000000.0;407000000.0;412000000.0;Biomasse;Biomasse;0;0.0;0;195.0;Other;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Power plant(unspecified);3-8%
196.0;0192-102;NYNAS AB, Oljeraffinaderiet i Nynäshamn;149 82;Sweden;58.91656416;17.95937255;Länsstyrelsen i Stockholms län;Raffinaderivägen;0;NYNÄSHAMN;1.(a);Energy sector;Mineral oil and gas refineries;0;True;2017.0;Carbon dioxide (CO2);Greenhouse gases;0.0;0.0;0.0;159000000.0;124000000.0;122000000.0;134000000.0;137000000.0;128000000.0;141000000.0;147000000.0;Mineral oil and gas refineries;0;2010 eröffnet;0.0;0;196.0;Other;0;0.0;0;0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0.0;Refineries and steam cracker;3-13%
